Stock,SecurityName,Sector,Industry,MarketCapCr,MarketCapType
ARVINDFASN,ARVIND FASHIONS LIMITED  ,Consumer Cyclical,Apparel Manufacturing,6162.54,Small Cap
ARVSMART,ARVIND SMARTSPACES LTD   ,Real Estate,Real Estate - Development,2644.92,Micro Cap
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,Consumer Cyclical,Auto Parts,24256.32,Small Cap
ASAHISONG,ASAHI SONGWON COLOR LTD  ,Basic Materials,Specialty Chemicals,282.07,Micro Cap
ASAL,AUTOMOTIVE STAMPINGS & AS,Consumer Cyclical,Auto Parts,710.09,Micro Cap
ASALCBR,ASSO ALCOHOLS & BREW LTD ,Consumer Defensive,Beverages - Wineries & Distilleries,1642.74,Micro Cap
ASHAPURMIN,ASHAPURA MINECHEM LTD    ,Basic Materials,Other Industrial Metals & Mining,8300.74,Small Cap
ASHIANA,ASHIANA HOUSING LTD      ,Real Estate,Real Estate - Development,2918.74,Micro Cap
ASHIMASYN,ASHIMA LTD               ,Real Estate,Real Estate - Development,335.79,Micro Cap
ASHOKA,ASHOKA BUILDCON LTD      ,Industrials,Engineering & Construction,4136.74,Micro Cap
ASHOKAMET,ASHOKA METCAST LIMITED   ,Basic Materials,Steel,36.94,Micro Cap
ASHOKLEY,ASHOK LEYLAND LTD        ,Industrials,Farm & Heavy Construction Machinery,109776.47,Mid Cap
ASIANENE,ASIAN ENERGY SERVICES LTD,Energy,Oil & Gas Equipment & Services,1151.15,Micro Cap
ASIANHOTNR,ASIAN HOTELS (NORTH) LTD ,Consumer Cyclical,Lodging,617.45,Micro Cap
ASIANPAINT,ASIAN PAINTS LIMITED     ,Basic Materials,Specialty Chemicals,269908.67,Large Cap
ASIANTILES,ASIAN GRANITO IND. LTD.  ,Industrials,Building Products & Equipment,1694.58,Micro Cap
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED   ,Consumer Cyclical,Auto Parts,9044.9,Small Cap
ASMS,BARTRONICS INDIA LIMITED ,Technology,Information Technology Services,337.78,Micro Cap
ASPINWALL,ASPINWALL & CO LTD       ,Consumer Defensive,Farm Products,173.53,Micro Cap
ASTEC,ASTEC LIFESCIENCES LTD   ,Basic Materials,Agricultural Inputs,1451.65,Micro Cap
ASTERDM,ASTER DM HEALTHCARE LTD. ,Healthcare,Medical Care Facilities,31504.35,Small Cap
ASTRAL,ASTRAL LIMITED           ,Industrials,Building Products & Equipment,39292.77,Small Cap
ASTRAMICRO,ASTRA MICROWAVE LTD      ,Technology,Communication Equipment,9164.09,Small Cap
ASTRAZEN,ASTRAZENECA PHARMA IND LT,Healthcare,Drug Manufacturers - Specialty & Generic,20710.0,Small Cap
ASTRON,ASTRON PAPER BORD MIL LTD,Basic Materials,Paper & Paper Products,25.62,Micro Cap
ATALREAL,ATAL REALTECH LIMITED    ,Industrials,Engineering & Construction,298.52,Micro Cap
ATAM,ATAM VALVES LIMITED      ,Industrials,Specialty Industrial Machinery,92.93,Micro Cap
ATGL,ADANI TOTAL GAS LIMITED  ,Utilities,Utilities - Regulated Gas,60973.47,Mid Cap
ATHERENERG,ATHER ENERGY LIMITED     ,Consumer Cyclical,Auto Manufacturers,24661.8,Small Cap
ATL,ALLCARGO TERMINALS LTD   ,Industrials,Integrated Freight & Logistics,662.67,Micro Cap
ATLANTAA,ATLANTAA LIMITED         ,Industrials,Infrastructure Operations,396.99,Micro Cap
ATLANTAELE,ATLANTA ELECTRICALS LTD  ,Industrials,Electrical Equipment & Parts,6220.55,Small Cap
ATLASCYCLE,ATLAS CYCLE (HARYANA) LTD,Consumer Cyclical,Leisure,68.62,Micro Cap
ATUL,ATUL LTD                 ,Basic Materials,Specialty Chemicals,17723.94,Small Cap
ATULAUTO,ATUL AUTO LIMITED        ,Consumer Cyclical,Auto Manufacturers,1209.54,Micro Cap
AUBANK,AU SMALL FINANCE BANK LTD,Financial Services,Banks - Regional,72926.71,Mid Cap
AURIONPRO,AURIONPRO SOLN LTD       ,Technology,Software - Infrastructure,5597.55,Small Cap
AUROPHARMA,AUROBINDO PHARMA LTD     ,Healthcare,Drug Manufacturers - Specialty & Generic,68540.4,Mid Cap
AURUM,AURUM PROPTECH LIMITED   ,Real Estate,Real Estate Services,1447.18,Micro Cap
AUSOMENT,AUSOM ENTERPRISE LIMITED ,Financial Services,Capital Markets,174.34,Micro Cap
AUTOAXLES,AUTOMOTIVE AXLES LIMITED ,Consumer Cyclical,Auto Parts,2872.48,Micro Cap
AUTOIND,AUTOLINE INDUSTRIES LTD  ,Consumer Cyclical,Auto Parts,336.87,Micro Cap
AVADHSUGAR,AVADH SUG & ENERGY LTD   ,Consumer Defensive,Confectioners,664.81,Micro Cap
AVALON,AVALON TECHNOLOGIES LTD  ,Technology,Electronic Components,6036.76,Small Cap
AVANTEL,AVANTEL LIMITED          ,Technology,Communication Equipment,4031.51,Micro Cap
AVANTIFEED,AVANTI FEEDS LIMITED     ,Consumer Defensive,Packaged Foods,11300.89,Small Cap
AVG,AVG LOGISTICS LIMITED    ,Industrials,Integrated Freight & Logistics,252.28,Micro Cap
AVL,ADITYA VISION LIMITED    ,Consumer Cyclical,Specialty Retail,6312.91,Small Cap
AVONMORE,AVONMORE CAP&MGT SERV LTD,Financial Services,Capital Markets,491.0,Micro Cap
AVROIND,AVRO INDIA LIMITED       ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",201.66,Micro Cap
AVTNPL,AVT NATURAL PRODUCTS LTD ,Basic Materials,Specialty Chemicals,1005.84,Micro Cap
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,Rental & Leasing Services,3225.06,Micro Cap
AWHCL,ANTONY WASTE HDG CELL LTD,Industrials,Waste Management,1325.59,Micro Cap
AWL,AWL AGRI BUSINESS LIMITED,Consumer Defensive,Packaged Foods,28321.3,Small Cap
AXISBANK,AXIS BANK LIMITED        ,Financial Services,Banks - Regional,403210.97,Large Cap
AXISCADES,AXISCADES TECH LTD       ,Industrials,Engineering & Construction,5567.23,Small Cap
AYMSYNTEX,AYM SYNTEX LIMITED       ,Consumer Cyclical,Textile Manufacturing,921.36,Micro Cap
AZAD,AZAD ENGINEERING LIMITED ,Industrials,Specialty Industrial Machinery,10090.25,Small Cap
BAGFILMS,B.A.G FILMS AND MEDIA LTD,Communication Services,Broadcasting,123.0,Micro Cap
BAIDFIN,BAID FINSERV LIMITED     ,Financial Services,Credit Services,151.29,Micro Cap
BAJAJ-AUTO,BAJAJ AUTO LIMITED       ,Consumer Cyclical,Auto Manufacturers,267514.83,Large Cap
BAJAJCON,BAJAJ CONSUMER CARE LTD  ,Consumer Defensive,Household & Personal Products,3694.54,Micro Cap
BAJAJELEC,BAJAJ ELECT.LTD          ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5025.74,Small Cap
BAJAJFINSV,BAJAJ FINSERV LTD.       ,Financial Services,Financial Conglomerates,319706.45,Large Cap
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED ,Healthcare,Drug Manufacturers - Specialty & Generic,1244.85,Micro Cap
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,Financial Services,Mortgage Finance,77899.0,Mid Cap
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,Consumer Defensive,Confectioners,2277.53,Micro Cap
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,Financial Services,Asset Management,119540.36,Mid Cap
BAJAJINDEF,INDEF MANUFACTURING LTD  ,Industrials,Farm & Heavy Construction Machinery,1120.32,Micro Cap
BAJEL,BAJEL PROJECTS LIMITED   ,Utilities,Utilities - Regulated Electric,1927.22,Micro Cap
BAJFINANCE,BAJAJ FINANCE LIMITED    ,Financial Services,Credit Services,588615.67,Large Cap
BALAJEE,SHREE TIRUPATI BALAJEE L ,Consumer Cyclical,Packaging & Containers,317.88,Micro Cap
BALAJITELE,BALAJI TELEFILMS LIMITED.,Communication Services,Entertainment,1242.68,Micro Cap
BALAMINES,BALAJI AMINES LIMITED    ,Basic Materials,Specialty Chemicals,4097.11,Micro Cap
BALAXI,BALAXI PHARMA LTD        ,Healthcare,Biotechnology,142.66,Micro Cap
BALKRISHNA,BALKRISHNA PAPER MILLS L ,Consumer Cyclical,Packaging & Containers,58.38,Micro Cap
BALKRISIND,BALKRISHNA IND. LTD      ,Consumer Cyclical,Auto Parts,46908.42,Small Cap
BALMLAWRIE,BALMER LAWRIE & CO LTD   ,Industrials,Conglomerates,2973.59,Micro Cap
BALPHARMA,BAL PHARMA LTD.          ,Healthcare,Drug Manufacturers - Specialty & Generic,114.34,Micro Cap
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,Consumer Defensive,Confectioners,8587.94,Small Cap
BALUFORGE,BALU FORGE INDUSTRIES LTD,Industrials,Metal Fabrication,5215.7,Small Cap
BANARBEADS,BANARAS BEADS LTD        ,Consumer Cyclical,Footwear & Accessories,78.17,Micro Cap
BANARISUG,BANNARI AMMAN SUGARS LTD ,Consumer Defensive,Confectioners,4514.92,Micro Cap
BANCOINDIA,BANCO PRODUCTS (I) LTD   ,Consumer Cyclical,Auto Parts,9166.55,Small Cap
BANDHANBNK,BANDHAN BANK LIMITED     ,Financial Services,Banks - Regional,23410.64,Small Cap
BANG,BANG OVERSEAS LTD.       ,Consumer Cyclical,Apparel Manufacturing,63.61,Micro Cap
BANKA,BANKA BIOLOO LIMITED     ,Industrials,Pollution & Treatment Controls,69.82,Micro Cap
BANKBARODA,BANK OF BARODA           ,Financial Services,Banks - Regional,159122.81,Mid Cap
BANKINDIA,BANK OF INDIA            ,Financial Services,Banks - Regional,69596.63,Mid Cap
BANSALWIRE,BANSAL WIRE INDUSTRIES L ,Basic Materials,Steel,4710.77,Micro Cap
BANSWRAS,BANSWARA SYNTEX LIMITED  ,Consumer Cyclical,Textile Manufacturing,355.81,Micro Cap
BASF,BASF INDIA LTD           ,Basic Materials,Specialty Chemicals,15659.88,Small Cap
BASML,BANNARI AM SPIN MILL LTD.,Consumer Cyclical,Textile Manufacturing,196.13,Micro Cap
BATAINDIA,BATA INDIA LTD           ,Consumer Cyclical,Footwear & Accessories,11640.74,Small Cap
BAYERCROP,BAYER CROPSCIENCE LTD    ,Basic Materials,Agricultural Inputs,19829.8,Small Cap
BBL,BHARAT BIJLEE LTD        ,Industrials,Electrical Equipment & Parts,3127.46,Micro Cap
BBOX,BLACK BOX LIMITED        ,Technology,Software - Application,8750.13,Small Cap
BBTC,BOMBAY BURMAH TRADING COR,Consumer Defensive,Packaged Foods,12881.99,Small Cap
BBTCL,B&B TRIPLEWALL CONT LTD  ,Consumer Cyclical,Packaging & Containers,389.71,Micro Cap
BCG,BRIGHTCOM GROUP LIMITED  ,Communication Services,Advertising Agencies,1981.6,Micro Cap
BCLIND,BCL INDUSTRIES LIMITED   ,Consumer Defensive,Beverages - Wineries & Distilleries,871.32,Micro Cap
BCONCEPTS,BRAND CONCEPTS LIMITED   ,Consumer Cyclical,Footwear & Accessories,405.35,Micro Cap
BDL,BHARAT DYNAMICS LIMITED  ,Industrials,Aerospace & Defense,55482.9,Mid Cap
BEARDSELL,BEARDSELL LIMITED        ,Industrials,Building Products & Equipment,117.09,Micro Cap
BECTORFOOD,MRS BECTORS FOOD SPE LTD ,Consumer Defensive,Packaged Foods,7108.67,Small Cap
BEDMUTHA,BEDMUTHA INDUST LTD      ,Basic Materials,Steel,358.0,Micro Cap
BEL,BHARAT ELECTRONICS LTD   ,Industrials,Aerospace & Defense,305256.36,Large Cap
BELLACASA,BELLA CASA FASH AND RET L,Consumer Cyclical,Textile Manufacturing,463.07,Micro Cap
BELRISE,BELRISE INDUSTRIES LTD   ,Consumer Cyclical,Auto Parts,15394.91,Small Cap
BEML,BEML LIMITED             ,Industrials,Conglomerates,15095.3,Small Cap
BEPL,BHANSALI ENG. POLYMERS LT,Basic Materials,Chemicals,2136.95,Micro Cap
BERGEPAINT,BERGER PAINTS (I) LTD    ,Basic Materials,Specialty Chemicals,61228.67,Mid Cap
BESTAGRO,BEST AGROLIFE LIMITED    ,Basic Materials,Agricultural Inputs,1026.65,Micro Cap
BETA,BETA DRUGS LIMITED       ,Healthcare,Drug Manufacturers - Specialty & Generic,1599.99,Micro Cap
BFINVEST,BF INVESTMENT LIMITED    ,Financial Services,Asset Management,1508.4,Micro Cap
BGRENERGY,BGR ENERGY SYSTEMS LTD   ,Industrials,Engineering & Construction,2317.11,Micro Cap
BHAGCHEM,BHAGIRADHA CHEM & INDS L ,Basic Materials,Agricultural Inputs,2947.25,Micro Cap
BHAGERIA,BHAGERIA INDUSTRIES LTD  ,Basic Materials,Specialty Chemicals,726.06,Micro Cap
BHANDARI,BHANDARI HOSIERY EXP LTD ,Consumer Cyclical,Apparel Manufacturing,96.98,Micro Cap
BHARATFORG,BHARAT FORGE LTD         ,Consumer Cyclical,Auto Parts,69188.99,Mid Cap
BHARATGEAR,BHARAT GEARS LTD.        ,Consumer Cyclical,Auto Parts,161.95,Micro Cap
BHARATRAS,BHARAT RASAYAN LTD       ,Basic Materials,Agricultural Inputs,3639.68,Micro Cap
BHARATSE,BHARAT SEATS LIMITED     ,Consumer Cyclical,Auto Parts,1002.92,Micro Cap
BHARATWIRE,BHARAT WIRE ROPES LTD.   ,Basic Materials,Steel,1191.59,Micro Cap
BHARTIARTL,BHARTI AIRTEL LIMITED    ,Communication Services,Telecom Services,1153250.8,Large Cap
BHARTIHEXA,BHARTI HEXACOM LIMITED   ,Communication Services,Telecom Services,81990.0,Mid Cap
BHEL,BHEL                     ,Industrials,Specialty Industrial Machinery,93127.78,Mid Cap
BIGBLOC,BIGBLOC CONSTRUCTION LTD ,Industrials,Building Products & Equipment,950.82,Micro Cap
BIKAJI,BIKAJI FOODS INTERN LTD  ,Consumer Defensive,Packaged Foods,17522.7,Small Cap
BIL,BHARTIYA INTERNATIONAL   ,Consumer Cyclical,Footwear & Accessories,881.27,Micro Cap
BIOCON,BIOCON LIMITED.          ,Healthcare,Biotechnology,50670.92,Mid Cap
BIOFILCHEM,BIOFIL CHEM & PHARMA LTD ,Healthcare,Drug Manufacturers - Specialty & Generic,53.17,Micro Cap
BIRLACABLE,BIRLA CABLE LIMITED      ,Technology,Communication Equipment,398.19,Micro Cap
BIRLACORPN,BIRLA CORPORATION LTD    ,Basic Materials,Building Materials,8322.74,Small Cap
BIRLAMONEY,ADITYA BIRLA MONEY LTD   ,Financial Services,Capital Markets,762.65,Micro Cap
BIRLANU,BIRLANU LIMITED          ,Industrials,Building Products & Equipment,1321.84,Micro Cap
BLACKBUCK,BLACKBUCK LIMITED        ,Technology,Software - Application,11625.75,Small Cap
BLAL,BEML LAND ASSETS LIMITED ,Financial Services,Shell Companies,854.96,Micro Cap
BLBLIMITED,BLB LIMITED              ,Financial Services,Capital Markets,68.67,Micro Cap
BLISSGVS,BLISS GVS PHARMA LTD     ,Healthcare,Drug Manufacturers - Specialty & Generic,1737.55,Micro Cap
BLKASHYAP,B.L.KASHYAP & SON LTD    ,Industrials,Engineering & Construction,1092.03,Micro Cap
BLS,BLS INTL SERVS LTD       ,Industrials,Specialty Business Services,12621.92,Small Cap
BLSE,BLS E-SERVICES LIMITED   ,Industrials,Specialty Business Services,1656.86,Micro Cap
BLUECOAST,BLUE COAST HOTELS LIMITED,Consumer Cyclical,Lodging,52.02,Micro Cap
BLUEDART,BLUE DART EXPRESS LTD    ,Industrials,Integrated Freight & Logistics,12893.76,Small Cap
BLUEJET,BLUE JET HEALTHCARE LTD  ,Healthcare,Biotechnology,8510.21,Small Cap
BLUESTARCO,BLUE STAR LIMITED        ,Industrials,Building Products & Equipment,37259.46,Small Cap
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,Consumer Cyclical,Luxury Goods,7043.96,Small Cap
BLUSPRING,BLUSPRING ENTERPRISES LTD,Industrials,Specialty Business Services,990.81,Micro Cap
BMWVENTLTD,BMW VENTURES LIMITED     ,Basic Materials,Steel,448.92,Micro Cap
BODALCHEM,BODAL CHEMICALS LTD      ,Basic Materials,Specialty Chemicals,644.83,Micro Cap
BOHRAIND,BOHRA INDUSTRIES LIMITED ,Basic Materials,Agricultural Inputs,34.91,Micro Cap
BOMDYEING,BOMBAY DYEING & MFG. CO L,Consumer Cyclical,Textile Manufacturing,2562.07,Micro Cap
BOROLTD,BOROSIL LIMITED          ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3303.41,Micro Cap
BORORENEW,BOROSIL RENEWABLES LTD   ,Technology,Solar,6791.4,Small Cap
BOROSCI,BOROSIL SCIENTIFIC LTD   ,Consumer Cyclical,Packaging & Containers,1038.99,Micro Cap
BOSCH-HCIL,BOSCH HOME COMFRT IND LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3878.24,Micro Cap
BOSCHLTD,BOSCH LIMITED            ,Consumer Cyclical,Auto Parts,110468.43,Mid Cap
BPCL,BHARAT PETROLEUM CORP  LT,Energy,Oil & Gas Refining & Marketing,154841.26,Mid Cap
BPL,BPL LTD                  ,Technology,Consumer Electronics,313.93,Micro Cap
BRIGADE,BRIGADE ENTER. LTD       ,Real Estate,Real Estate - Development,20596.53,Small Cap
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,Consumer Cyclical,Lodging,2564.7,Micro Cap
BRITANNIA,BRITANNIA INDUSTRIES LTD ,Consumer Defensive,Packaged Foods,142268.86,Mid Cap
BRNL,BHARAT ROAD NETWORK LTD  ,Industrials,Infrastructure Operations,177.13,Micro Cap
BROOKS,BROOKS LAB LIMITED       ,Healthcare,Drug Manufacturers - Specialty & Generic,203.93,Micro Cap
BSE,BSE LIMITED              ,Financial Services,Financial Data & Stock Exchanges,115708.55,Mid Cap
BSHSL,BOMBAY SUPER HYBRID SEEDS,Basic Materials,Agricultural Inputs,1044.76,Micro Cap
BSL,BSL LTD                  ,Consumer Cyclical,Textile Manufacturing,143.34,Micro Cap
BSOFT,BIRLASOFT LIMITED        ,Technology,Information Technology Services,11693.84,Small Cap
BTML,BODHI TREE MULTIMEDIA LTD,Communication Services,Entertainment,144.58,Micro Cap
BUTTERFLY,BTRFLY GANDHI APPL LTD   ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1084.13,Micro Cap
BVCL,BARAK VALLEY CEM. LTD.   ,Basic Materials,Building Materials,95.93,Micro Cap
BYKE,THE BYKE HOSPITALITY LTD ,Consumer Cyclical,Lodging,277.24,Micro Cap
CALSOFT,CALIFORNIA SOFTWARE CO LT,Technology,Software - Application,23.45,Micro Cap
CAMLINFINE,CAMLIN FINE SCIENCES LTD ,Basic Materials,Specialty Chemicals,2851.14,Micro Cap
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,Consumer Cyclical,Footwear & Accessories,7636.73,Small Cap
CAMS,COMPUTER AGE MNGT SER LTD,Technology,Information Technology Services,17859.33,Small Cap
CANBK,CANARA BANK              ,Financial Services,Banks - Regional,139588.25,Mid Cap
CANFINHOME,CAN FIN HOMES LTD        ,Financial Services,Mortgage Finance,12216.23,Small Cap
CANHLIFE,CANARA HSBC LIFE INS CO L,Financial Services,Insurance - Life,13586.9,Small Cap
CANTABIL,CANTABIL RETAIL LTD      ,Consumer Cyclical,Apparel Manufacturing,2466.07,Micro Cap
CAPACITE,CAPACITE INFRAPROJECT LTD,Industrials,Engineering & Construction,2036.84,Micro Cap
CAPILLARY,CAPILLARY TECHNO INDIA L ,Technology,Software - Infrastructure,5042.25,Small Cap
CAPITALSFB,CAPITAL SMALL FIN BANK L ,Financial Services,Banks - Regional,1196.56,Micro Cap
CAPLIPOINT,CAPLIN POINT LAB LTD.    ,Healthcare,Drug Manufacturers - Specialty & Generic,14097.13,Small Cap
CAPTRUST,CAPITAL TRUST LIMITED    ,Financial Services,Credit Services,45.45,Micro Cap
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,Industrials,Conglomerates,15380.97,Small Cap
CARERATING,CARE RATINGS LIMITED     ,Financial Services,Financial Data & Stock Exchanges,4825.32,Micro Cap
CARRARO,CARRARO INDIA LIMITED    ,Consumer Cyclical,Auto Parts,3003.18,Micro Cap
CARTRADE,CARTRADE TECH LIMITED    ,Consumer Cyclical,Auto & Truck Dealerships,12949.17,Small Cap
CARYSIL,CARYSIL LIMITED          ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2195.34,Micro Cap
CASTROLIND,CASTROL INDIA LIMITED    ,Energy,Oil & Gas Refining & Marketing,18552.97,Small Cap
CCHHL,COUNTRY CLUB HOSP HOL LTD,Consumer Cyclical,Lodging,230.32,Micro Cap
CCL,CCL PRODUCTS (I) LTD     ,Consumer Defensive,Packaged Foods,12810.67,Small Cap
CDSL,CENTRAL DEPO SER (I) LTD ,Financial Services,Capital Markets,29586.04,Small Cap
CEATLTD,CEAT LIMITED             ,Consumer Cyclical,Auto Parts,15489.15,Small Cap
CEIGALL,CEIGALL INDIA LIMITED    ,Industrials,Engineering & Construction,4838.54,Micro Cap
CELEBRITY,CELEBRITY FASHIONS LTD   ,Consumer Cyclical,Apparel Manufacturing,48.4,Micro Cap
CELLO,CELLO WORLD LIMITED      ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",11066.34,Small Cap
CEMPRO,CEMINDIA PROJECTS LIMITED,Industrials,Engineering & Construction,12068.08,Small Cap
CENTENKA,CENTURY ENKA LTD         ,Consumer Cyclical,Textile Manufacturing,952.25,Micro Cap
CENTRALBK,CENTRAL BANK OF INDIA    ,Financial Services,Banks - Regional,34657.82,Small Cap
CENTRUM,CENTRUM CAPITAL LIMITED  ,Financial Services,Financial Conglomerates,1230.29,Micro Cap
CENTUM,CENTUM ELECTRONICS LTD   ,Technology,Electronic Components,3431.61,Micro Cap
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,Basic Materials,Lumber & Wood Production,16919.58,Small Cap
CERA,CERA SANITARYWARE LTD    ,Industrials,Building Products & Equipment,6573.23,Small Cap
CESC,CESC LTD                 ,Utilities,Utilities - Regulated Electric,20820.73,Small Cap
CEWATER,CONCORD ENVIRO SYSTEMS L ,Utilities,Utilities - Regulated Water,886.01,Micro Cap
CGCL,CAPRI GLOBAL CAPITAL LTD ,Financial Services,Credit Services,17376.5,Small Cap
CGPOWER,CG POWER AND IND SOL LTD ,Industrials,Electrical Equipment & Parts,90853.54,Mid Cap
CHALET,CHALET HOTELS LIMITED    ,Consumer Cyclical,Lodging,19289.54,Small Cap
CHAMBLFERT,CHAMBAL FERTILIZERS LTD  ,Basic Materials,Agricultural Inputs,17873.1,Small Cap
CHEMBOND,CHEMBOND MATERIALTECH LTD,Basic Materials,Specialty Chemicals,213.88,Micro Cap
CHEMBONDCH,CHEMBOND CHEMICAL LIMITED,Basic Materials,Specialty Chemicals,387.28,Micro Cap
CHEMCON,CHEMCON SPECIAL CHEM LTD ,Basic Materials,Specialty Chemicals,671.51,Micro Cap
CHEMFAB,CHEMFAB ALKALIS LIMITED  ,Basic Materials,Specialty Chemicals,612.1,Micro Cap
CHEMPLASTS,CHEMPLAST SANMAR LIMITED ,Basic Materials,Chemicals,4346.43,Micro Cap
CHENNPETRO,CHENNAI PETROLEUM CORP LT,Energy,Oil & Gas Refining & Marketing,13034.21,Small Cap
CHEVIOT,CHEVIOT COMPANY LIMITED  ,Consumer Cyclical,Textile Manufacturing,592.54,Micro Cap
CHOICEIN,CHOICE INTERNATIONAL LTD ,Financial Services,Capital Markets,17101.28,Small Cap
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,Financial Services,Credit Services,142569.05,Mid Cap
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,Financial Services,Credit Services,34038.42,Small Cap
CIEINDIA,CIE AUTOMOTIVE INDIA LTD ,Consumer Cyclical,Auto Parts,15350.9,Small Cap
CIFL,CAPITAL INDIA FINANCE LTD,Financial Services,Credit Services,1351.12,Micro Cap
CIGNITITEC,CIGNITI TECHNOLOGIES LTD ,Technology,Information Technology Services,4571.42,Micro Cap
CINELINE,CINELINE INDIA LIMITED   ,Communication Services,Entertainment,283.59,Micro Cap
CINEVISTA,CINEVISTA LIMITED        ,Communication Services,Entertainment,95.11,Micro Cap
CIPLA,CIPLA LTD                ,Healthcare,Drug Manufacturers - Specialty & Generic,115874.86,Mid Cap
CLEAN,CLEAN SCIENCE & TECH LTD ,Basic Materials,Specialty Chemicals,9148.81,Small Cap
CLEDUCATE,CL EDUCATE LIMITED       ,Consumer Defensive,Education & Training Services,447.78,Micro Cap
CLSEL,CHAMAN LAL SETIA EXP LTD ,Consumer Defensive,Packaged Foods,1286.9,Micro Cap
CMSINFO,CMS INFO SYSTEMS LIMITED ,Industrials,Specialty Business Services,5439.93,Small Cap
CNL,CREATIVE NEWTECH LIMITED ,Technology,Electronics & Computer Distribution,1079.92,Micro Cap
COALINDIA,COAL INDIA LTD           ,Energy,Thermal Coal,266353.12,Large Cap
COCHINSHIP,COCHIN SHIPYARD LIMITED  ,Industrials,Aerospace & Defense,40367.11,Small Cap
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,Consumer Cyclical,Restaurants,703.89,Micro Cap
COFORGE,COFORGE LIMITED          ,Technology,Information Technology Services,56340.63,Mid Cap
COHANCE,COHANCE LIFESCIENCES LTD ,Healthcare,Drug Manufacturers - Specialty & Generic,16907.55,Small Cap
COLPAL,COLGATE PALMOLIVE LTD.   ,Consumer Defensive,Household & Personal Products,56907.55,Mid Cap
COMPUSOFT,COMPUCOM SOFTWARE LTD    ,Consumer Defensive,Education & Training Services,115.84,Micro Cap
CONCOR,CONTAINER CORP OF IND LTD,Industrials,Railroads,39566.05,Small Cap
CONCORDBIO,CONCORD BIOTECH LIMITED  ,Healthcare,Biotechnology,14134.7,Small Cap
CONFIPET,CONFIDENCE PETRO IND LTD.,Energy,Oil & Gas Refining & Marketing,1131.61,Micro Cap
CONSOFINVT,CONSO. FIN. & HOLD. LTD. ,Financial Services,Capital Markets,514.02,Micro Cap
CONTROLPR,CONTROL PRINT LIMITED    ,Industrials,Business Equipment & Supplies,1064.73,Micro Cap
CORALFINAC,CORAL INDIA FIN & HOUS LT,Real Estate,Real Estate Services,149.24,Micro Cap
CORDSCABLE,CORDS CABLE INDUS LTD.   ,Industrials,Electrical Equipment & Parts,224.59,Micro Cap
COROMANDEL,COROMANDEL INTERNTL. LTD ,Basic Materials,Agricultural Inputs,68453.68,Mid Cap
